DataID,Match ID,Team,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist,Succ,Att,Home Or Away,Crowd,Year
162,20-1702,Bournemouth,1,1,0,0,8,2,2,0,492,173,6,11,30,0.8,0.8,0.7,11,1,221,350,63.1,1701,232,795,6,7,A,Yes,20
163,20-1703,Aston Villa,0,0,0,1,7,0,2,0,551,185,13,4,16,1.1,0.4,0.4,15,0,303,430,70.5,2405,307,964,5,7,A,Yes,20
164,20-1704,Norwich City,1,1,0,0,10,3,5,0,560,189,25,10,18,1.7,1.7,1.6,16,2,335,429,78.1,2352,350,922,12,21,A,Yes,20
165,20-1705,Newcastle Utd,0,0,0,0,9,0,2,0,539,146,19,11,11,0.7,0.7,0.6,9,0,309,432,71.5,2286,347,1002,11,19,A,Yes,20
166,20-1706,West Ham,1,1,0,0,10,4,3,0,523,217,20,6,15,1,1,1,19,2,241,396,60.9,2583,248,558,10,18,A,Yes,20
167,20-1707,Tottenham,2,2,0,0,9,5,4,0,545,196,19,6,25,0.9,0.9,0.9,16,3,292,407,71.7,2322,311,915,14,20,A,Yes,20
168,20-1708,Everton,0,0,0,0,8,3,2,0,431,162,25,8,20,0.3,0.3,0.1,10,1,191,296,64.5,1719,218,702,1,8,A,Yes,20
169,20-1709,Manchester City,3,2,0,0,14,7,4,0,804,211,19,6,11,1.9,1.9,0.8,25,6,628,697,90.1,3257,581,1704,8,16,A,Yes,20
170,20-1710,Brighton,1,1,0,0,15,10,1,0,765,134,17,4,10,2.4,2.4,1,17,2,547,670,81.6,3336,536,1832,7,12,A,Yes,20
171,20-1801,Arsenal,0,0,0,0,6,2,3,0,639,137,21,4,17,0.7,0.7,0.2,10,0,433,524,82.6,2599,430,1569,14,23,A,Yes,20
172,20-1802,Crystal Palace,0,0,0,0,16,4,0,0,655,138,16,3,13,1.4,1.4,0.9,28,0,448,539,83.1,3388,435,1286,13,24,A,Yes,20
173,20-1803,Southampton,3,1,0,0,17,8,1,0,504,175,17,8,21,3.5,3.5,1.9,19,2,252,372,67.7,2063,263,902,6,7,A,Yes,20
174,20-1804,Sheffield Utd,1,0,0,0,7,2,3,0,432,175,21,6,11,1.3,1.3,0.3,11,0,210,313,67.1,1741,202,451,9,10,A,Yes,20
175,20-1805,Burnley,1,1,0,0,2,1,4,0,383,190,15,8,9,0.2,0.2,0.1,2,2,166,282,58.9,1804,190,489,2,5,A,Yes,20
176,20-1806,Wolves,2,1,0,0,14,4,4,0,560,170,15,3,11,1.5,1.5,0.9,21,3,362,447,81,2728,352,1223,6,16,A,Yes,20
177,20-1807,Leicester City,1,1,0,0,5,2,2,0,539,206,17,16,17,1,1,1,10,2,344,434,79.3,1921,350,847,7,12,A,Yes,20
178,20-1808,Manchester Utd,0,0,0,0,17,8,1,0,698,144,16,7,15,1.7,1.7,1.4,32,0,469,565,83,2896,439,1606,20,23,A,Yes,20
179,20-1809,Chelsea,2,1,1,1,12,2,3,0,707,197,13,9,20,1.4,0.6,0.4,22,4,488,599,81.5,2922,469,1309,15,22,A,Yes,20
180,20-1810,Liverpool,2,1,1,1,12,4,0,0,937,190,15,8,14,2.5,1.7,1.2,23,4,736,844,87.2,3529,695,1440,9,12,A,Yes,20
181,20-1901,Brighton,1,1,0,0,11,5,2,0,585,157,22,6,19,0.6,0.6,0.4,14,2,355,448,79.2,2579,351,1436,14,17,A,Yes,20
182,20-1902,Arsenal,1,0,0,0,17,2,4,0,751,153,12,12,15,1.5,1.5,1,27,1,556,646,86.1,3007,550,1952,9,17,A,Yes,20
183,20-1903,Burnley,0,0,0,0,6,0,0,0,393,222,18,4,23,0.4,0.4,0.4,8,0,164,271,60.5,1728,156,295,2,4,A,Yes,20
184,20-1904,Watford,1,1,0,0,5,2,3,0,550,143,14,7,23,0.7,0.7,0.5,9,2,285,405,70.4,2122,305,920,9,16,A,Yes,20
185,20-1905,Norwich City,0,0,0,0,16,5,3,0,666,159,11,4,11,1.1,1.1,0.9,26,0,447,537,83.2,3041,459,1379,8,14,A,Yes,20
186,20-1906,West Ham,2,2,0,0,13,4,0,0,724,165,18,10,20,2,2,1.8,19,4,494,589,83.9,3187,541,1849,24,31,A,Yes,20
187,20-1907,Southampton,2,1,0,0,5,3,2,0,552,267,33,9,28,0.7,0.7,0.4,6,2,253,381,66.4,1937,249,731,12,19,A,Yes,20
188,20-1908,Newcastle Utd,1,1,0,0,7,2,2,0,417,276,22,6,20,0.9,0.9,0.9,12,2,224,307,73,1969,225,451,11,19,A,Yes,20
189,20-1909,Liverpool,4,3,1,1,14,5,1,0,748,222,19,5,9,3.1,2.3,1.9,26,7,541,652,83,3404,525,1411,13,25,A,Yes,20
190,20-1910,Manchester City,2,1,0,1,6,2,1,1,473,157,17,8,20,1.6,0.6,0.5,12,3,284,369,77,1718,285,895,6,10,A,Yes,20
191,20-2001,Bournemouth,0,0,0,0,10,2,2,0,554,141,18,8,12,0.6,0.6,0.4,13,0,344,435,79.1,2043,323,1131,12,20,A,Yes,20
192,20-2002,Aston Villa,0,0,0,0,11,2,1,0,590,133,12,2,21,0.5,0.5,0.5,15,0,373,477,78.2,2317,342,1335,7,16,A,Yes,20
193,20-2003,Everton,2,1,0,0,21,9,2,0,612,115,16,7,11,3.7,3.7,2.2,31,3,367,478,76.8,2796,343,1086,13,18,A,Yes,20
194,20-2004,Crystal Palace,1,1,0,0,5,3,2,0,487,197,17,6,17,0.2,0.2,0.2,4,2,257,358,71.8,1736,267,733,7,10,A,Yes,20
195,20-2005,Leicester City,2,2,0,1,11,6,1,0,684,162,11,17,23,2.2,1.5,1.2,22,4,438,533,82.2,2703,443,1106,12,24,A,Yes,20
196,20-2006,Tottenham,2,0,1,1,14,6,3,0,724,144,22,9,21,1.8,1.1,1,27,5,474,590,80.3,2826,511,1465,16,26,A,Yes,20
197,20-2007,Manchester Utd,2,2,0,0,14,4,3,0,634,109,7,1,15,1.8,1.8,1.5,22,3,429,529,81.1,2464,436,1696,11,15,A,Yes,20
198,20-2008,Chelsea,2,2,0,0,13,4,4,0,725,175,24,6,12,1.5,1.5,0.5,18,4,507,614,82.6,2785,520,1406,8,13,A,Yes,20
199,20-2009,Wolves,0,0,0,0,10,2,0,0,509,176,22,12,14,0.6,0.6,0.5,14,0,279,385,72.5,2267,292,1049,21,26,A,Yes,20
200,20-2010,Sheffield Utd,0,0,0,0,8,0,1,0,450,176,17,6,22,1.1,1.1,1.1,15,0,251,348,72.1,2194,266,732,10,15,A,Yes,20
201,20-2101,Chelsea,1,0,0,0,16,4,3,0,713,201,28,10,18,1.7,1.7,0.7,22,1,456,573,79.6,2785,456,1160,10,16,A,Yes,20
202,20-2102,Aston Villa,2,1,0,0,11,6,1,0,474,116,15,5,23,0.9,0.9,0.6,19,4,242,346,69.9,1894,222,784,8,12,A,Yes,20
203,20-2103,Wolves,1,1,0,0,15,4,1,0,710,136,21,2,14,1.4,1.4,1.2,18,1,507,617,82.2,3122,520,1744,17,26,A,Yes,20
204,20-2104,Leicester City,3,2,0,0,16,9,1,0,967,116,16,14,10,1.7,1.7,1,27,6,773,859,90,3780,721,1500,7,11,A,Yes,20
205,20-2105,Tottenham,0,0,0,0,9,3,4,0,680,164,24,9,14,0.5,0.5,0.1,11,0,390,525,74.3,2206,421,1205,22,33,A,Yes,20
206,20-2106,Bournemouth,0,0,0,0,3,2,2,0,764,250,25,6,14,0.3,0.3,0.3,6,0,552,646,85.4,3176,537,1512,13,20,A,Yes,20
207,20-2107,Crystal Palace,1,1,0,0,13,3,0,0,692,148,14,4,9,1.6,1.6,0.5,13,1,463,576,80.4,2835,453,1235,15,30,A,Yes,20
208,20-2108,Everton,1,0,0,0,7,2,4,0,524,209,14,12,12,1.2,1.2,0.4,9,1,334,432,77.3,2521,347,854,9,14,A,Yes,20
209,20-2109,Manchester Utd,0,0,0,0,10,4,0,0,667,194,12,13,15,0.8,0.8,0.7,18,0,483,576,83.9,2301,457,1825,14,22,A,Yes,20
210,20-2110,Sheffield Utd,0,0,0,0,3,2,0,0,451,153,15,13,15,0.8,0.8,0.8,3,0,248,341,72.7,1596,262,555,6,8,A,Yes,20
211,20-2201,West Ham,0,0,0,0,7,2,0,0,661,135,16,11,19,0.7,0.7,0.2,10,0,404,548,73.7,2872,408,1143,19,27,A,Yes,20
212,20-2202,Arsenal,1,1,0,0,7,4,3,1,650,146,14,11,10,1.3,1.3,0.6,9,2,407,512,79.5,2745,400,1171,7,18,A,Yes,20
213,20-2203,Burnley,0,0,0,0,7,1,3,0,430,134,13,8,16,0.5,0.5,0.2,9,0,223,313,71.2,1654,250,574,13,16,A,Yes,20
214,20-2204,Southampton,2,2,0,0,16,8,3,0,488,151,24,17,7,2.3,2.3,1.4,24,4,212,346,61.3,1848,203,709,6,15,A,Yes,20
215,20-2205,Norwich City,0,0,0,0,8,3,0,0,574,181,25,14,18,0.3,0.3,0.2,10,0,349,438,79.7,1850,346,940,12,16,A,Yes,20
216,20-2206,Newcastle Utd,1,1,0,0,5,1,3,0,452,122,19,3,20,0.3,0.3,0.2,9,2,241,330,73,1703,245,624,16,26,A,Yes,20
217,20-2207,Brighton,1,1,0,0,14,6,2,0,652,197,20,13,18,1.8,1.8,1.6,25,2,396,511,77.5,2956,350,1205,10,16,A,Yes,20
218,20-2208,Liverpool,1,1,0,0,13,6,2,0,909,138,20,7,10,1.9,1.9,1.8,23,2,695,797,87.2,3742,728,1585,21,27,A,Yes,20
219,20-2209,Watford,3,2,0,0,18,5,1,0,569,198,20,7,16,2.1,2.1,1.1,28,2,316,439,72,2461,333,1194,13,17,A,Yes,20
220,20-2210,Manchester City,6,6,0,0,21,10,1,0,981,100,16,4,12,2.5,2.5,1.8,32,11,808,883,91.5,3686,704,1976,14,21,A,Yes,20
221,20-2301,Tottenham,0,0,0,0,17,4,3,0,669,176,21,3,19,1.7,1.7,1.2,32,0,421,510,82.5,2493,427,1290,23,33,A,Yes,20
222,20-2302,Aston Villa,1,1,0,0,8,3,3,0,575,236,31,15,16,0.7,0.7,0.7,13,2,324,447,72.5,2525,320,947,10,15,A,Yes,20
223,20-2303,Crystal Palace,1,1,0,0,5,3,2,0,428,227,25,4,30,0.5,0.5,0.5,12,4,185,281,65.8,1907,219,615,16,26,A,Yes,20
224,20-2304,Everton,1,1,0,0,10,2,0,0,626,117,23,8,18,1.2,1.2,1.1,15,2,379,494,76.7,2721,385,1393,8,15,A,Yes,20
225,20-2305,Wolves,3,2,1,1,7,3,1,0,517,147,22,8,12,1.7,0.9,0.6,12,6,243,358,67.9,2184,281,817,21,31,A,Yes,20
226,20-2306,Bournemouth,0,0,0,0,7,3,2,1,456,215,15,12,19,0.9,0.9,0.4,12,0,237,352,67.3,2121,229,651,4,10,A,Yes,20
227,20-2307,Sheffield Utd,1,0,0,0,11,3,2,0,497,222,23,5,16,0.7,0.7,0.5,10,0,273,395,69.1,2334,291,846,10,14,A,Yes,20
228,20-2308,Chelsea,0,0,0,0,19,4,1,0,810,138,15,8,15,2,2,1.3,32,0,584,703,83.1,2773,603,2231,5,11,A,Yes,20
229,20-2309,Leicester City,1,1,0,1,18,7,0,0,672,130,24,1,17,2.5,1.6,1,30,1,429,541,79.3,2918,426,1431,8,13,A,Yes,20
230,20-2310,Manchester Utd,0,0,0,0,8,3,3,0,615,207,16,7,24,1.2,1.2,1,11,0,380,490,77.6,2122,398,1433,9,11,A,Yes,20
231,20-2401,Southampton,2,2,0,0,15,6,2,0,621,200,20,7,14,1.3,1.3,1.3,28,3,346,483,71.6,2475,356,1071,18,29,A,Yes,20
232,20-2402,Brighton,1,0,0,0,21,7,1,0,745,143,17,6,17,1.2,1.2,0.7,30,1,510,613,83.2,2925,484,1693,11,15,A,Yes,20
233,20-2403,Watford,1,1,0,0,8,3,2,0,484,222,26,19,20,1.3,1.3,0.9,12,2,226,349,64.8,2064,230,671,9,12,A,Yes,20
234,20-2404,Manchester City,1,1,0,1,17,4,3,0,764,127,9,9,14,2.9,2.1,2.1,33,2,560,661,84.7,3202,482,2093,11,14,A,Yes,20
235,20-2405,Newcastle Utd,2,0,0,0,9,2,1,0,626,135,14,17,13,0.9,0.9,0.1,8,2,379,478,79.3,2472,397,956,11,21,A,Yes,20
236,20-2406,Arsenal,2,2,0,0,2,2,1,1,537,173,16,6,15,0.5,0.5,0,2,2,316,407,77.6,1867,333,1078,8,16,A,Yes,20
237,20-2407,West Ham,1,0,1,1,5,1,1,0,418,194,16,8,18,1.6,0.8,0.4,8,2,205,299,68.6,1851,191,543,8,13,A,Yes,20
238,20-2408,Norwich City,1,0,1,1,11,1,1,0,624,213,20,8,30,1.6,0.9,0.8,20,2,390,493,79.1,2281,385,1189,12,16,A,Yes,20
239,20-2409,Burnley,2,2,0,0,5,2,2,0,415,242,15,17,22,0.6,0.6,0.6,10,4,185,310,59.7,1778,203,548,2,5,A,Yes,20
240,20-2410,Liverpool,2,2,0,0,13,6,1,0,714,210,16,5,10,1.5,1.5,1.2,19,3,510,604,84.4,3118,452,1499,12,19,A,Yes,20
241,20-2501,Chelsea,2,2,0,0,7,3,2,0,655,213,19,5,18,0.4,0.4,0.3,9,3,408,507,80.5,2418,371,1100,8,18,A,Yes,20
242,20-2502,Everton,3,2,0,0,12,5,4,1,601,172,27,5,14,2.6,2.6,0.7,18,4,343,465,73.8,2420,356,1085,13,21,A,Yes,20
243,20-2503,Aston Villa,1,0,0,0,18,5,3,0,621,149,14,5,24,1.3,1.3,0.6,27,1,372,496,75,2374,345,1388,10,17,A,Yes,20
244,20-2504,Norwich City,0,0,0,0,20,4,1,0,647,151,15,8,17,1.5,1.5,1.2,23,0,419,535,78.3,2485,422,1442,9,12,A,Yes,20
245,20-2505,Southampton,0,0,0,0,18,4,2,0,499,210,21,6,21,1,1,0.6,27,0,241,362,66.6,2058,240,954,13,19,A,Yes,20
246,20-2506,Sheffield Utd,0,0,0,0,9,3,2,0,478,203,17,5,19,0.6,0.6,0.3,18,2,253,354,71.5,2030,275,647,9,10,A,Yes,20
247,20-2507,Brighton,2,1,0,0,19,6,1,0,752,106,21,8,9,2,2,1.3,29,4,518,613,84.5,3301,508,1585,7,11,A,Yes,20
248,20-2508,Wolves,0,0,0,0,13,3,2,0,513,245,26,14,23,0.9,0.9,0.7,24,0,285,366,77.9,2383,296,1196,14,19,A,Yes,20
249,20-2509,Arsenal,0,0,0,0,13,2,3,0,624,157,18,2,19,1,1,1,22,0,399,490,81.4,2394,383,1558,10,21,A,Yes,20
250,20-2510,Manchester City,0,0,0,1,17,3,5,1,833,144,18,8,11,3.3,2.6,2,30,0,632,726,87.1,3346,627,2067,13,29,A,Yes,20
251,20-2601,Crystal Palace,1,1,0,0,10,2,1,0,595,181,24,4,20,1.1,1.1,0.3,11,2,356,474,75.1,2681,330,1000,15,26,A,Yes,20
252,20-2602,Watford,1,1,0,0,6,3,2,0,451,160,23,7,15,0.3,0.3,0.2,7,0,215,328,65.5,1725,215,669,4,7,A,Yes,20
253,20-2603,Bournemouth,1,0,0,0,10,2,3,0,580,144,11,5,31,1.3,1.3,0.9,13,1,308,430,71.6,2236,290,991,7,13,A,Yes,20
254,20-2604,Leicester City,0,0,0,0,9,3,4,1,652,172,23,8,22,0.6,0.6,0.5,15,0,439,521,84.3,2535,449,1667,9,22,A,Yes,20
255,20-2605,Burnley,2,1,0,0,8,6,2,0,475,177,17,4,15,0.6,0.6,0.6,9,2,214,343,62.4,1671,216,617,8,18,A,Yes,20
256,20-2606,Liverpool,1,1,0,0,17,6,2,0,769,120,15,10,11,1.9,1.9,1.1,29,2,550,670,82.1,3038,580,1720,10,20,A,Yes,20
257,20-2607,Tottenham,3,1,0,1,22,9,0,0,574,160,25,8,28,3.5,2.7,1.4,29,1,312,404,77.2,2263,328,1279,11,20,A,Yes,20
258,20-2608,Newcastle Utd,0,0,0,0,10,2,0,0,416,143,16,5,9,0.9,0.9,0.8,19,0,253,320,79.1,2024,279,881,15,20,A,Yes,20
259,20-2609,Manchester Utd,2,2,0,0,9,3,3,0,535,151,11,9,30,0.8,0.8,0.7,12,3,323,415,77.8,2133,335,1060,10,16,A,Yes,20
260,20-2610,West Ham,0,0,0,0,3,0,1,0,393,292,14,14,26,0.1,0.1,0.1,6,0,187,269,69.5,1507,209,922,9,16,A,Yes,20
261,20-2701,Tottenham,0,0,0,0,5,3,2,0,719,215,17,4,13,0.4,0.4,0.4,12,2,488,602,81.1,2749,444,1098,16,35,A,Yes,20
262,20-2702,Aston Villa,0,0,0,0,4,1,4,0,559,184,13,3,24,0.5,0.5,0.5,8,0,316,442,71.5,2392,281,894,9,24,A,Yes,20
263,20-2703,Brighton,1,1,0,0,8,2,2,0,481,242,20,8,27,1,1,0.4,8,2,209,309,67.6,1780,204,715,8,17,A,Yes,20
264,20-2704,Bournemouth,0,0,0,0,12,4,3,0,602,118,14,5,15,1.6,1.6,1.5,18,0,369,478,77.2,2328,344,1246,6,12,A,Yes,20
265,20-2705,Newcastle Utd,0,0,0,0,8,2,6,1,616,190,25,3,18,0.2,0.2,0.1,12,0,383,497,77.1,2393,380,1230,12,20,A,Yes,20
266,20-2706,Manchester City,1,1,0,1,17,6,0,0,804,103,14,8,14,2.3,1.5,1.3,30,2,610,703,86.8,2909,590,2137,12,17,A,Yes,20
267,20-2707,Norwich City,0,0,0,0,6,3,3,0,737,220,20,6,13,0.4,0.4,0.4,12,0,523,612,85.5,2847,528,1747,19,30,A,Yes,20
268,20-2708,Watford,0,0,0,0,7,2,1,0,565,198,18,14,16,0.3,0.3,0.3,13,0,335,453,74,2687,313,823,7,16,A,Yes,20
269,20-2709,Everton,2,1,0,0,17,5,4,0,579,153,22,1,14,2,2,0.5,21,1,404,484,83.5,2712,407,1195,6,10,A,Yes,20
270,20-2710,West Ham,2,2,0,0,7,4,3,0,460,193,26,9,20,0.7,0.7,0.5,6,3,201,312,64.4,2211,219,835,21,37,A,Yes,20
271,20-2801,Leicester City,0,0,0,0,19,4,2,0,630,194,20,12,11,1.3,1.3,1,30,0,422,516,81.8,2668,450,1521,12,19,A,Yes,20
272,20-2802,Crystal Palace,1,1,0,0,12,3,1,0,473,196,32,9,21,2.1,2.1,1.1,20,2,217,321,67.6,2095,225,765,11,24,A,Yes,20
273,20-2803,Chelsea,2,0,0,0,23,6,2,0,983,148,23,6,15,2,2,1.3,37,2,739,862,85.7,3793,746,1743,11,13,A,Yes,20
274,20-2804,Southampton,1,1,0,0,10,2,1,0,698,135,15,8,17,0.9,0.9,0.9,11,2,432,579,74.6,2922,450,1086,15,22,A,Yes,20
275,20-2805,Burnley,0,0,0,0,8,1,3,0,507,136,21,2,28,0.8,0.8,0.4,12,0,243,377,64.5,2091,228,635,4,10,A,Yes,20
276,20-2806,Liverpool,0,0,0,0,8,1,0,0,830,129,8,10,14,0.3,0.3,0.2,13,0,603,735,82,3286,586,1726,14,23,A,Yes,20
277,20-2807,Manchester Utd,1,1,0,0,14,5,4,0,604,133,15,9,21,1.1,1.1,0.6,24,1,365,476,76.7,2330,394,1330,16,22,A,Yes,20
278,20-2808,Wolves,3,1,0,0,14,4,2,0,491,226,26,15,17,2.6,2.6,1.2,20,3,261,346,75.4,2315,289,1105,18,30,A,Yes,20
279,20-2901,Bournemouth,1,1,0,0,6,3,1,0,398,153,16,8,21,1.3,1.3,1.3,11,2,166,287,57.8,1472,176,597,7,12,A,Yes,20
280,20-2902,Norwich City,0,0,0,0,12,3,0,0,705,196,15,7,11,2.2,2.2,0.9,14,0,453,556,81.5,2701,447,1305,8,15,A,Yes,20
281,20-2903,Newcastle Utd,1,0,0,1,13,6,3,0,660,132,18,4,16,3,2.3,0.9,17,1,424,539,78.7,2468,429,1347,22,29,A,Yes,20
282,20-2904,Brighton,0,0,0,0,7,1,3,0,780,193,23,11,23,0.3,0.3,0.3,11,0,536,648,82.7,2982,542,1545,5,14,A,Yes,20
283,20-2905,Watford,0,0,0,0,9,3,4,0,615,194,24,4,11,0.5,0.5,0.2,17,0,377,507,74.4,2889,369,1185,6,11,A,Yes,20
284,20-2906,West Ham,0,0,0,0,14,6,2,0,420,210,13,11,18,1.8,1.8,1,19,0,205,311,65.9,2447,217,970,5,14,A,Yes,20
285,20-2907,Tottenham,1,0,1,1,12,1,4,0,659,174,15,5,22,1.2,0.5,0.3,20,2,384,509,75.4,2330,344,1314,12,15,A,Yes,20
286,20-2908,Everton,0,0,0,0,4,2,2,0,524,284,18,5,9,0.6,0.6,0.5,6,0,344,433,79.4,2340,324,1044,11,18,A,Yes,20
287,20-2909,Manchester City,0,0,0,0,7,4,4,0,891,140,16,7,11,0.6,0.6,0.6,12,0,694,801,86.6,3640,625,1607,15,23,A,Yes,20
288,20-2910,Aston Villa,0,0,0,0,4,1,1,0,455,198,23,8,25,0.5,0.5,0.5,6,0,226,332,68.1,1699,236,643,7,15,A,Yes,20
289,20-2809,Sheffield Utd,0,0,0,0,5,1,1,0,613,141,18,3,13,0.3,0.3,0.3,7,0,404,515,78.4,2531,331,778,5,8,A,No,20
290,20-2810,Arsenal,3,0,1,1,19,11,1,0,804,67,8,6,8,3.5,2.8,2.1,34,3,663,722,91.8,3208,628,1918,15,18,A,No,20
291,20-3001,Southampton,3,3,0,0,22,8,1,0,501,145,25,3,14,1.7,1.7,1.2,35,5,258,367,70.3,1715,283,1202,15,29,A,No,20
292,20-3002,Manchester Utd,1,0,1,1,11,5,1,0,723,134,16,12,17,1.7,1,0.7,20,2,494,613,80.6,2638,480,1584,8,13,A,No,20
293,20-3003,Leicester City,1,1,0,0,15,2,1,0,720,125,28,4,11,0.8,0.8,0.6,25,2,464,592,78.4,2502,404,1316,2,7,A,No,20
294,20-3004,Arsenal,1,1,0,0,13,6,1,0,633,113,6,4,12,1.3,1.3,1.1,22,2,448,520,86.2,2283,446,1668,13,25,A,No,20
295,20-3005,Wolves,2,2,0,0,10,6,1,0,654,138,18,4,21,0.7,0.7,0.7,18,4,445,550,80.9,2762,383,1168,15,20,A,No,20
296,20-3006,Crystal Palace,2,1,0,0,7,2,2,0,494,147,20,5,17,0.6,0.6,0.5,11,4,282,361,78.1,2171,303,791,4,6,A,No,20
297,20-3007,Sheffield Utd,0,0,0,0,6,1,2,1,619,101,15,1,13,0.4,0.4,0.4,12,0,439,539,81.4,2739,416,1189,8,10,A,No,20
298,20-3008,Chelsea,2,2,0,0,19,5,1,0,831,116,9,2,8,1.3,1.3,1.2,28,4,631,749,84.2,3334,564,1827,10,13,A,No,20
299,20-3009,Liverpool,0,0,0,0,10,3,2,0,733,112,20,2,9,0.8,0.8,0.6,20,0,536,639,83.9,3381,521,1590,10,14,A,No,20
300,20-3010,Burnley,0,0,0,0,1,0,1,0,407,95,12,4,12,0,0,0,2,0,261,338,77.2,1576,220,517,10,16,A,No,20
301,20-3101,Brighton,0,0,0,1,9,1,2,0,440,184,18,12,20,1.2,0.4,0.3,12,0,225,318,70.8,1739,236,720,15,23,A,No,20
302,20-3102,West Ham,0,0,0,0,10,2,2,0,493,116,16,6,10,0.8,0.8,0.8,15,0,290,397,73,2509,282,860,6,10,A,No,20
303,20-3103,Sheffield Utd,0,0,0,0,4,1,0,0,456,181,12,4,19,0.2,0.2,0.2,8,0,287,362,79.3,1805,279,712,6,13,A,No,20
304,20-3104,Everton,1,1,0,0,12,5,1,0,636,110,17,8,18,0.8,0.8,0.7,18,1,422,534,79,2845,415,1347,14,19,A,No,20
305,20-3105,Aston Villa,1,1,0,0,14,2,2,0,522,166,6,3,11,1.1,1.1,1.1,24,1,321,432,74.3,2588,290,866,4,6,A,No,20
306,20-3106,Bournemouth,0,0,0,0,4,0,3,0,499,165,21,2,12,0.1,0.1,0.1,5,0,299,397,75.3,2116,292,923,11,23,A,No,20
307,20-3107,Crystal Palace,0,0,0,0,3,0,0,0,454,115,21,3,17,0.2,0.2,0.1,3,0,244,351,69.5,1606,242,586,10,16,A,No,20
308,20-3108,Arsenal,2,0,0,0,10,5,2,0,532,169,10,6,15,2.8,2.8,0.9,12,2,338,423,79.9,2192,305,889,10,14,A,No,20
309,20-3109,Watford,0,0,0,0,10,3,0,0,478,143,12,2,8,0.7,0.7,0.4,11,0,239,391,61.1,1770,245,625,7,10,A,No,20
310,20-3110,Manchester City,1,0,0,0,10,2,1,1,817,115,10,1,15,0.5,0.5,0.5,19,2,656,738,88.9,3002,603,1906,14,20,A,No,20
311,20-3201,Wolves,1,1,0,0,9,2,1,0,571,131,10,1,8,0.4,0.4,0.3,15,2,396,492,80.5,3033,327,956,7,15,A,No,20
312,20-3202,Southampton,3,1,0,0,11,7,0,0,634,123,18,8,19,1.1,1.1,0.9,19,4,350,463,75.6,2173,315,1005,7,9,A,No,20
313,20-3203,Burnley,1,1,0,0,8,4,1,0,517,140,19,1,23,0.5,0.5,0.2,12,2,290,394,73.6,1708,273,735,9,17,A,No,20
314,20-3204,Manchester Utd,3,3,0,0,13,6,1,0,748,158,13,5,18,0.8,0.8,0.6,22,6,571,652,87.6,2905,517,1577,9,15,A,No,20
315,20-3205,Leicester City,1,0,0,0,15,3,1,0,740,100,17,0,13,1.6,1.6,0.9,21,0,536,643,83.4,3086,541,1854,21,30,A,No,20
316,20-3206,Newcastle Utd,4,4,0,0,12,7,0,0,540,167,18,6,11,1.5,1.5,1.1,19,8,344,444,77.5,2508,315,744,11,14,A,No,20
317,20-3207,Norwich City,0,0,0,0,8,3,4,0,547,137,19,3,16,0.2,0.2,0.2,13,0,358,456,78.5,2041,359,939,14,20,A,No,20
318,20-3208,Chelsea,2,0,1,1,16,5,1,0,801,103,20,3,11,1.6,0.9,0.8,26,4,604,695,86.9,3102,558,2337,11,18,A,No,20
319,20-3209,Tottenham,1,1,0,0,9,2,0,0,791,140,17,6,12,1,1,0.9,16,2,564,691,81.6,3201,506,2240,12,19,A,No,20
320,20-3210,Liverpool,0,0,0,0,11,3,2,0,664,144,16,10,17,1.3,1.3,0.9,18,0,473,562,84.2,2806,430,1092,6,16,A,No,20
321,20-3301,Brighton,1,1,0,0,7,2,2,0,564,137,17,3,20,0.5,0.5,0.5,11,2,374,459,81.5,2477,359,1217,13,19,A,No,20
322,20-3302,Crystal Palace,0,0,0,0,7,1,1,0,611,141,19,5,21,0.5,0.5,0.5,12,0,376,488,77,2746,404,995,16,24,A,No,20
323,20-3303,Bournemouth,2,1,1,1,6,2,1,0,411,142,10,7,16,1.2,0.5,0.1,6,2,229,315,72.7,1831,237,776,7,12,A,No,20
324,20-3304,Arsenal,2,1,0,0,8,4,4,0,615,191,27,6,15,1.2,1.2,0.9,9,4,403,491,82.1,2166,386,1366,10,14,A,No,20
325,20-3305,Watford,0,0,0,0,6,3,2,0,433,185,19,7,19,0.4,0.4,0.3,11,0,247,332,74.4,2028,278,652,11,14,A,No,20
326,20-3306,Sheffield Utd,1,1,0,0,10,3,0,0,590,81,15,2,10,1.3,1.3,1,17,2,337,476,70.8,2105,311,1025,11,13,A,No,20
327,20-3307,West Ham,2,1,0,0,17,7,0,0,529,105,16,7,18,1.7,1.7,0.5,26,3,324,425,76.2,2426,334,985,4,13,A,No,20
328,20-3308,Aston Villa,0,0,0,0,9,3,1,0,419,152,14,12,14,0.5,0.5,0.4,17,0,196,309,63.4,1811,231,804,9,13,A,No,20
329,20-3309,Manchester City,0,0,0,0,26,6,2,0,966,121,18,7,9,2.9,2.9,1.9,39,0,739,846,87.4,3981,732,1946,15,28,A,No,20
330,20-3310,Everton,0,0,0,0,11,3,2,0,547,149,10,4,26,0.4,0.4,0.2,14,0,345,434,79.5,2191,352,1120,11,14,A,No,20
