DataID,Match ID,Team,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Press,Tkl,Int,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist,Succ,Att,Home Or Away,Crowd,Year
502,20-3510,Manchester Utd,2,2,0,0,8,4,1,0,604,84,15,4,17,1.2,1.2,0.8,12,4,376,465,80.9,2122,355,1155,9,18,H,No,20
503,20-3601,Chelsea,1,1,0,0,22,6,2,0,914,166,13,2,15,2.4,2.4,2,36,2,722,818,88.3,3794,678,1986,11,14,H,No,20
504,20-3602,Burnley,1,0,1,1,8,0,0,0,486,137,12,6,22,1.8,1,1,17,1,264,391,67.5,2081,250,558,5,7,H,No,20
505,20-3603,Manchester City,2,1,0,0,8,3,1,0,869,94,13,4,14,0.8,0.8,0.7,14,4,668,761,87.8,2841,615,1580,10,13,H,No,20
506,20-3604,Newcastle Utd,1,0,0,0,22,5,2,0,631,112,13,8,9,1.1,1.1,0.9,35,0,464,538,86.2,2768,442,1595,10,13,H,No,20
507,20-3605,Arsenal,2,1,0,0,3,2,3,0,418,127,19,4,26,1.1,1.1,0.3,6,4,192,307,62.5,1515,178,510,6,8,H,No,20
508,20-3606,Leicester City,2,2,0,0,15,7,1,0,615,94,20,5,7,2.2,2.2,1.9,26,4,390,499,78.2,2197,386,1093,8,10,H,No,20
509,20-3607,Everton,1,1,0,0,9,1,2,0,592,95,13,8,14,0.6,0.6,0.6,15,2,404,490,82.4,3197,423,1477,5,7,H,No,20
510,20-3608,Southampton,1,1,0,0,20,4,1,0,765,96,18,2,16,2,2,0.9,27,0,523,651,80.3,2769,526,1508,14,21,H,No,20
511,20-3609,Crystal Palace,0,0,0,0,13,5,1,0,571,175,25,7,19,0.8,0.8,0.6,18,0,365,462,79,2079,356,1128,12,19,H,No,20
512,20-3610,West Ham,3,2,0,0,10,4,0,0,461,147,16,3,20,0.7,0.7,0.4,16,5,199,320,62.2,1774,205,872,8,19,H,No,20
513,20-3701,Norwich City,0,0,0,0,6,2,0,2,481,71,5,3,20,0.4,0.4,0.1,9,0,284,368,77.2,2028,283,874,8,18,H,No,20
514,20-3702,Bournemouth,0,0,0,0,12,3,2,0,479,183,15,4,25,1.1,1.1,0.7,17,0,193,342,56.4,2262,176,619,7,13,H,No,20
515,20-3703,Tottenham,2,2,0,0,7,3,2,0,416,109,17,9,18,0.5,0.5,0.5,14,5,213,304,70.1,1670,221,836,9,1,H,No,20
516,20-3704,Sheffield Utd,0,0,0,0,8,0,1,0,601,151,24,2,15,0.5,0.5,0.4,11,0,386,504,76.6,2697,338,789,9,13,H,No,20
517,20-3705,Brighton,0,0,0,0,11,3,4,0,679,129,10,5,22,0.6,0.6,0.6,18,0,483,558,86.6,2645,455,1410,7,8,H,No,20
518,20-3706,Wolves,2,1,0,0,11,5,2,0,605,156,16,3,17,1.5,1.5,1.1,17,3,399,499,80,2786,373,1024,16,24,H,No,20
519,20-3707,Watford,0,0,0,0,2,0,2,0,377,182,17,8,24,0.1,0.1,0.1,2,0,169,262,64.5,1619,191,473,7,14,H,No,20
520,20-3708,Aston Villa,1,1,0,0,8,3,2,0,417,102,20,5,18,0.6,0.6,0.5,12,2,215,307,70,2090,216,724,5,5,H,No,20
521,20-3709,Manchester Utd,1,1,0,0,11,4,3,0,745,130,11,8,27,0.7,0.7,0.5,20,2,548,632,86.7,2890,503,1892,11,15,H,No,20
522,20-3710,Liverpool,5,3,0,0,10,7,1,0,714,123,18,4,10,1.4,1.4,1.1,14,7,490,616,79.5,3169,473,1173,17,20,H,No,20
523,20-3801,Burnley,1,1,0,0,14,1,3,0,553,106,22,5,19,1.8,1.8,1.3,20,2,332,448,74.1,2415,289,944,3,3,H,No,20
524,20-3802,West Ham,1,1,0,0,10,1,2,0,603,114,20,4,10,0.7,0.7,0.3,16,2,410,511,80.2,2355,352,902,8,13,H,No,20
525,20-3803,Southampton,3,1,1,1,12,3,0,0,817,82,12,3,11,2.2,1.4,0.6,13,4,611,727,84,2893,606,2313,16,23,H,No,20
526,20-3804,Chelsea,2,1,0,0,11,3,2,0,804,145,33,6,15,1.3,1.3,1.2,15,3,544,655,83.1,3594,548,1228,5,12,H,No,20
527,20-3805,Everton,1,1,0,0,13,5,1,0,862,130,23,2,17,2.2,2.2,2.2,24,2,634,726,87.3,3603,629,1709,11,19,H,No,20
528,20-3806,Crystal Palace,1,1,0,0,12,2,3,0,590,130,23,6,14,0.8,0.8,0.5,17,2,366,471,77.7,2787,380,1094,9,13,H,No,20
529,20-3807,Arsenal,3,2,1,1,11,4,3,0,577,101,15,6,25,1.7,0.9,0.8,22,6,378,460,82.2,2528,391,1430,22,33,H,No,20
530,20-3808,Manchester City,5,2,0,0,31,9,1,0,848,94,11,5,9,3.2,3.2,2.3,51,6,682,759,89.9,3561,690,2354,24,28,H,No,20
531,20-3809,Leicester City,0,0,0,0,14,3,1,1,596,150,27,8,14,1.4,1.4,0.9,28,0,383,474,80.8,2436,367,977,7,15,H,No,20
532,20-3810,Newcastle Utd,1,1,0,0,3,2,1,0,404,144,31,5,19,0.4,0.4,0.4,6,2,192,285,67.4,1346,189,534,6,8,H,No,20
533,21-0101,Burnley,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,H,No,21
534,21-0102,Manchester City,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,H,No,21
535,21-0103,Fulham,0,0,0,0,5,2,2,0,630,148,14,2,20,0.2,0.2,0.1,6,0,474,551,86,2498,395,1019,6,10,H,No,21
536,21-0104,Crystal Palace,1,1,0,0,6,3,2,0,421,121,20,5,17,0.7,0.7,0.7,11,2,153,279,54.8,1867,171,512,8,15,H,No,21
537,21-0105,Liverpool,4,1,2,2,20,4,1,0,623,174,13,7,14,3.3,1.8,1.5,28,3,366,486,75.3,2923,354,1275,22,34,H,No,21
538,21-0106,West Ham,0,0,0,0,15,3,2,0,619,139,18,2,20,1.2,1.2,1,24,0,413,521,79.3,2376,411,1638,7,12,H,No,21
539,21-0107,West Brom,0,0,0,0,7,1,1,0,467,113,14,6,16,0.5,0.5,0.3,9,0,267,360,74.2,2112,257,675,4,11,H,No,21
540,21-0108,Tottenham,0,0,0,0,10,5,1,0,676,220,10,2,11,1,1,0.8,17,0,486,580,83.8,2926,384,974,4,14,H,No,21
541,21-0109,Sheffield Utd,0,0,0,0,9,1,2,0,616,137,14,1,14,0.6,0.6,0.6,16,0,409,535,76.4,2857,392,1039,7,13,H,No,21
542,21-0110,Brighton,1,1,0,0,13,3,1,0,643,121,20,5,19,1.4,1.4,1.3,22,2,444,548,81,2433,463,1399,13,20,H,No,21
543,21-0201,Everton,5,3,0,0,16,7,1,0,936,94,15,2,11,3.5,3.5,1.9,23,7,742,842,88.1,3738,618,1929,8,15,H,No,21
544,21-0202,Leeds United,4,2,1,1,9,6,1,0,595,195,27,3,12,1.7,1,0.8,14,6,356,488,73,2565,303,986,7,11,H,No,21
545,21-0203,Manchester Utd,1,0,0,0,17,4,2,0,873,126,19,4,21,1.1,1.1,0.5,27,0,634,751,84.4,3415,594,1912,11,18,H,No,21
546,21-0204,Arsenal,2,2,0,0,6,3,0,0,794,91,6,6,19,1.4,1.4,1.3,10,4,592,693,85.4,3025,548,1641,6,11,H,No,21
547,21-0205,Southampton,2,1,1,1,13,5,4,0,585,95,14,5,19,1.5,0.8,0.5,20,2,362,473,76.5,2054,343,1143,8,12,H,No,21
548,21-0206,Newcastle Utd,0,0,0,0,6,0,3,0,493,178,12,7,10,0.5,0.5,0.5,8,0,308,417,73.9,1956,315,749,3,6,H,No,21
549,21-0207,Chelsea,0,0,0,1,4,2,0,1,638,115,17,7,21,1,0.3,0.2,10,0,439,518,84.7,2385,474,1086,15,27,H,No,21
550,21-0208,Leicester City,3,2,0,0,12,6,1,0,738,156,15,8,12,1.4,1.4,0.7,24,8,529,638,82.9,3080,519,1288,6,12,H,No,21
551,21-0209,Aston Villa,1,1,0,0,18,2,3,0,710,73,9,4,7,1,1,1,35,2,519,617,84.1,3150,515,1635,4,6,H,No,21
552,21-0210,Wolves,1,1,0,0,10,1,0,0,508,160,27,6,18,1,1,1,20,2,298,388,76.8,2223,319,1001,16,28,H,No,21
553,21-0301,Brighton,2,1,1,1,17,3,4,0,638,179,19,3,20,2.5,1.7,1.2,29,4,442,535,82.6,2450,429,1284,12,15,H,No,21
554,21-0302,Crystal Palace,1,1,0,0,8,1,3,0,529,195,28,15,15,0.4,0.4,0.4,11,2,298,392,76,2273,289,884,11,16,H,No,21
555,21-0303,West Brom,3,2,0,0,9,3,1,0,420,170,16,5,30,1,1,0.7,13,4,182,280,65,1624,178,618,10,18,H,No,21
556,21-0304,Burnley,0,0,0,0,10,2,1,0,681,150,14,6,17,0.5,0.5,0.2,9,0,418,594,70.4,2498,350,771,3,7,H,No,21
557,21-0305,Sheffield Utd,0,0,0,0,13,3,2,0,504,187,23,7,20,1.6,1.6,1.5,23,0,268,370,72.4,2171,263,1201,8,13,H,No,21
558,21-0306,Tottenham,1,1,0,0,23,11,1,0,788,131,11,3,8,2.3,2.3,1.5,34,2,590,678,87,3093,543,1412,10,15,H,No,21
559,21-0307,Manchester City,2,1,0,0,16,5,1,0,816,106,14,7,2,0.9,0.9,0.6,20,2,632,725,87.2,2781,555,2134,11,16,H,No,21
560,21-0308,West Ham,3,2,0,0,15,7,0,0,512,111,20,6,18,1.6,1.6,1,26,6,305,402,75.9,2498,336,1051,19,27,H,No,21
561,21-0309,Fulham,0,0,0,0,16,2,6,0,706,92,11,8,16,0.7,0.7,0.6,26,0,484,580,83.4,3309,495,1606,16,27,H,No,21
562,21-0310,Liverpool,3,1,0,0,21,9,2,0,913,139,12,7,10,3.1,3.1,1.2,32,3,704,806,87.3,4042,653,1324,6,9,H,No,21
563,21-0401,Chelsea,4,1,2,2,15,4,2,0,847,137,16,10,13,2.5,1,0.9,27,4,649,734,88.4,3152,605,1618,4,9,H,No,21
564,21-0402,Everton,4,4,0,0,11,6,0,0,628,192,20,4,24,1.8,1.8,1.7,18,8,417,494,84.4,2435,390,968,9,14,H,No,21
565,21-0403,Leeds United,1,0,0,0,12,7,2,0,582,221,32,4,24,1.7,1.7,1,20,1,375,465,80.6,2610,370,1280,13,20,H,No,21
566,21-0404,Newcastle Utd,3,2,1,1,9,4,2,0,568,107,7,3,17,2,1.2,1.1,16,5,332,458,72.5,2301,365,1214,7,11,H,No,21
567,21-0405,Leicester City,0,0,0,0,4,0,2,0,809,156,11,7,15,0.4,0.4,0.4,4,0,598,722,82.8,3197,607,1809,14,23,H,No,21
568,21-0406,Southampton,2,1,0,0,13,7,2,0,681,130,25,13,14,1.2,1.2,0.9,16,3,440,565,77.9,2675,396,1484,11,18,H,No,21
569,21-0407,Arsenal,2,2,0,0,6,5,0,0,814,120,6,4,18,0.4,0.4,0.4,10,4,631,730,86.4,2787,526,1821,8,13,H,No,21
570,21-0408,Wolves,1,0,0,0,14,5,1,0,606,135,17,7,11,1.2,1.2,0.5,17,1,432,518,83.4,2378,413,1154,5,11,H,No,21
571,21-0409,Manchester Utd,1,0,1,1,4,1,2,1,530,137,15,3,23,0.9,0.2,0.1,8,2,353,427,82.7,2016,339,1219,15,24,H,No,21
572,21-0410,Aston Villa,7,6,0,0,18,11,2,0,449,231,20,4,23,3.9,3.9,3.8,28,10,213,308,69.2,2193,238,963,14,23,H,No,21
573,21-0501,Everton,2,2,0,0,11,5,3,1,518,175,12,2,14,1.3,1.3,1.2,20,4,306,408,75,2618,320,783,5,11,H,No,21
574,21-0502,Chelsea,3,2,0,0,12,5,1,0,739,144,15,5,21,2,2,1.8,19,6,500,612,81.7,2953,401,1159,7,15,H,No,21
575,21-0503,Manchester City,1,0,0,0,13,5,4,0,781,134,18,5,8,1.6,1.6,1,23,1,606,688,88.1,2978,547,1422,13,18,H,No,21
576,21-0504,Newcastle Utd,0,0,0,0,7,4,1,0,513,139,18,9,20,0.5,0.5,0.6,15,2,278,388,71.6,2266,251,736,12,17,H,No,21
577,21-0505,Sheffield Utd,1,0,1,1,9,5,0,0,520,130,13,4,14,1.4,0.7,0.6,18,2,326,430,75.8,2363,273,1051,5,7,H,No,21
578,21-0506,Crystal Palace,1,0,1,1,0,0,3,0,422,148,25,4,16,0.8,0,0,2,2,205,307,66.8,1606,203,727,7,10,H,No,21
579,21-0507,Tottenham,3,3,0,0,11,6,0,0,654,150,26,2,21,1.2,1.2,1.2,21,6,422,521,81,2957,410,1041,10,17,H,No,21
580,21-0508,Leicester City,0,0,0,0,11,5,4,0,563,156,19,11,16,0.5,0.5,0.4,18,0,339,453,74.8,2160,336,1028,8,22,H,No,21
581,21-0509,West Brom,0,0,0,0,13,6,2,0,647,152,18,3,14,1.1,1.1,0.5,20,0,397,514,77.2,2548,353,1135,7,12,H,No,21
582,21-0510,Leeds United,0,0,0,0,13,2,2,0,702,124,16,9,10,1.6,1.6,1.3,20,0,494,611,80.9,3277,522,1539,9,15,H,No,21
583,21-0601,Aston Villa,0,0,0,0,12,3,2,0,439,134,12,10,17,1.3,1.3,0.7,20,0,229,334,68.6,2232,252,1097,13,14,H,No,21
584,21-0602,West Ham,1,1,0,0,6,2,2,0,443,151,20,6,18,0.5,0.5,0.5,11,2,236,338,69.8,2713,220,752,7,12,H,No,21
585,21-0603,Fulham,1,1,0,0,16,3,0,1,780,140,23,10,11,1.2,1.2,0.6,28,2,579,657,88.1,3270,478,1654,10,19,H,No,21
586,21-0604,Manchester Utd,0,0,0,0,14,4,3,0,741,112,16,16,25,0.7,0.7,0.7,22,0,515,618,83.3,2519,456,1427,10,17,H,No,21
587,21-0605,Liverpool,2,1,0,0,17,5,0,0,838,105,14,3,22,2.7,2.7,1.6,25,3,588,697,84.4,3554,555,1762,9,19,H,No,21
588,21-0606,Southampton,2,2,0,0,12,6,1,0,752,108,20,8,12,0.7,0.7,0.7,20,4,559,637,87.8,3015,507,1371,13,25,H,No,21
589,21-0607,Wolves,1,0,0,0,16,4,0,0,821,92,9,2,16,0.7,0.7,0.7,24,0,655,730,89.7,3325,594,1643,13,24,H,No,21
590,21-0608,Arsenal,0,0,0,0,12,4,3,0,704,100,14,3,23,0.9,0.9,0.8,20,0,520,611,85.1,2418,472,1733,2,7,H,No,21
591,21-0609,Brighton,0,0,0,0,5,3,2,0,620,97,17,4,10,0.7,0.7,0.7,11,1,408,506,80.6,2875,388,1291,10,21,H,No,21
592,21-0610,Burnley,0,0,0,0,12,3,2,0,498,125,17,2,16,0.6,0.6,0.5,19,0,288,406,70.9,2246,286,661,5,7,H,No,21
